month,day,user_id
9,20,1
9,21,3
9,22,5
9,23,3
9,24,26
9,25,43
9,26,28
9,27,22
9,28,27
9,29,15
9,30,22
10,1,19
10,2,9
10,3,8
10,4,13
10,5,12
10,6,17
10,7,9
10,8,13
10,9,10
10,10,11
10,11,5
